year,longitude,latitude,where_coordinates,best,deaths_civilians
2012,70.183333,34.783333,Laghman province,3,0
2012,65.397591,31.640454,Zhari district,1,0
2012,64.812937,35.791317,Pogani area,4,0
2012,69.811474,34.927257,Alasay district,6,1
2012,64.709299,31.853827,FOB Keenan (Khar Nikah),1,0
2012,63.545805,35.569066,Panirak area,3,0
2012,66,32.83333,Uruzgan province,3,0
2012,70.164391,34.176594,Pirakhel village,2,0
2012,65.465693,32.584696,Dihrawud district,5,5
2012,66.25,33.75,Daykundi province,1,0
2012,62.359647,33.244188,Shindand district,1,0
2012,69.5088,35.0154,Gayawa Payen village,8,8
2012,64.929013,32.117626,Baba Faqir shrine,1,0
2012,69.633367,35.042243,Nijrab district,6,0
2012,70.006707,33.339466,Khost district,2,0
2012,65.873313,32.62675,Tirin Kot town,2,0
2012,70.146752,34.227055,Khogyani district,2,0
2012,67.75,33.33333,Ghazni province,2,0
2012,62,34.5,Hirat province,2,0
2012,65.8515,36.3702,Sayyedabad village,2,0
2012,65.9222,37.0759,Kalak village,2,0
2012,68.06357,32.88363,Ab Band district,5,0
2012,69.0915,36.7205,Aqtash village,2,0
2012,64.608526,31.829363,Nahri Sarraj district (Greshk),2,0
2012,64.830948,36.251448,Shirin Tagab district,10,0
2012,70.567968,34.273015,Rodat district,1,0
2012,65.964575,31.975153,Wayan mountain,5,5
2012,64.053596,31.482195,Sistany village,1,0
2012,70.1825,34.5094,Surkhakan village,6,0
2012,67.7857,36.7068,Haji Ali village,2,0
2012,70.280585,34.087763,Pachir Wa Agam district,2,0
2012,63.75,35,Badghis province,2,0
2012,69.162796,34.531094,Kabul city,6,1
2012,70.500383,34.400673,Jalalabad airport,5,3
2012,70.7914,34.0723,Zay Sar village,5,0
2012,69.25,34,Logar province,2,0
2012,64.279081,35.641366,Qaysar district,5,0
2012,65.446,31.569,Kalacha village,1,0
2012,70.7812,34.3168,Chahar Dehe village,4,0
2012,70.41667,34.33333,Nangarhar province,2,0
2012,70.0922,34.3056,Lewaneyan village,4,3
2012,65.749792,31.220671,Daman district,2,0
2012,70.9072,34.9794,Manogai town,2,0
2012,66.2608,32.92962,Chora district,2,1
2012,69.265277,34.940555,Bagram airbase,3,1
2012,70.45575,34.428844,Jalalabad town,7,1
2012,62.1157,32.373795,Farah town,3,0
2012,71.1839,34.904,Shagi village,2,0
2012,66.4002,31.00568,Spin Boldak town,2,2
2012,65.3808,33.0412,Sar Kay village,9,0
2012,67.76969,31.822957,Shamulzayi district,2,0
2012,69,35.75,Baghlan province,2,0
2012,62.857286,32.236388,Farah-Dilaram road (Bakwa district),2,0
2012,62.340816,33.364304,Aziz Abad village,2,0
2012,71.118319,34.750462,Sirkanay district,1,1
2012,65.047188,32.385498,Gandumreze Ulya village,10,0
2012,70.914272,34.95455,Dara-i-Pech district (Manogai),4,0
2012,71.133333,34.95,Kunar province,2,0
2012,68.131147,32.563758,Dila district (Koshamand),4,2
2012,71.2403,34.921,Kumaki Bache village,12,0
2012,62.001952,33.703791,Adraskan district,1,0
2012,62.5,31,Nimroz province,2,0
2012,64.994325,32.120374,Sangin district,1,0
2012,65.9467,32.6529,Sadmarda village,1,0
2012,65.93029,36.215851,Sari Pul town,1,0
2012,67.783463,32.945127,Muqur district (Ghazni),4,3
2012,68.724,36.1218,Salam Khail village,1,0
2012,63.214619,32.376338,Hirat-Kandahar road (Gulistan district),13,0
2012,65.6074,31.6469,Kohak village,10,1
2012,62.753066,32.771851,Bala Buluk district,5,0
2012,69.9118,33.543516,Sabari district,2,1
2012,71.185323,36.761276,Warduj district,6,0
2012,69.958707,33.214845,Gurbuz district,2,0
2012,67.25,32.25,Zabul province,2,0
2012,70.2733,34.2057,Landi Khel village,1,0
2012,69.0913,36.6731,Mulla Ghulam village,6,0
2012,69.6429,34.8677,Joybar village,3,0
2012,68.75,36.75,Kunduz province,2,0
2012,64.83333,36.25,Faryab province,2,0
2012,68.6491,32.9361,Yahya Khel village,9,0
2012,62.739639,34.015449,Western Afghanistan,1,0
2012,71.253447,35.774604,Bargi Matal district,4,0
2012,66.162262,33.171955,Qal'a-i-Surkh village,3,0
2012,62.5,32.5,Farah province,2,0
2012,69.674448,33.977946,Jaji district,1,0
2012,68.493604,34.108103,Chaki Wardak district,2,0
2012,62.5385,32.635,Kal Qaleh village,1,0
2012,65,34,Ghor province,3,0
2012,65.911,32.2441,Kajur village,3,0
2012,69.111852,36.606315,Khanabad district,2,1
2012,68.344562,33.063712,Giro district,2,0
2012,64.824700000000007,32.3571,Hazar Meshi Karez village,2,0
2012,64.876951,31.555282,Band-e Timor locality,3,0
2012,65.4,31.516667,Siahchob village,3,0
2012,64.78476,35.91732,Maymana town,14,4
2012,62.362404,32.611298,Ranje Bala village,10,0
2012,65.548163,33.499754,Nawmesh sub-district,5,0
2012,70.131532000000007,36.769957,Kishim district,3,1
2012,65.752904,36.667567,Shibirghan town,3,0
2012,64.237924,31.673682,Kakaran village,2,0
2012,65.158015,31.072875,Panjwayi district,1,0
2012,71.081975,34.998476,Wata Pur district,5,0
2012,65.17174,31.516612,Shalghamay village,2,0
2012,64.706299,31.847591,Zamboli village,2,0
2012,72,36.75,Badakhshan province,3,0
2012,69.532119,33.315326,Shamal district,3,0
2012,64.920689,32.134767,Sarwan Qala locality,2,1
2012,71.0577,34.3226,Fatta Mena village,4,0
2012,62.940045,31.749897,Khash Rod district,3,0
2012,69.022563,35.987508,Nahrin district,3,3
2012,63.5019,35.0613,Piwar village,2,0
2012,62.044272,34.038332,Guzara district,6,3
2012,63.595443,35.618848,Bokan area,3,0
2012,70.0725,34.9487,Dawlat Shah village,1,0
2012,71.314533,35.483273,Kamdesh district,11,0
2012,64.108082,30.707024,Bazari Safar village,2,2
2012,63.785556,35.734207,Ghormach district,7,1
2012,63.879346,30.15106,Reg district (Hilmand),3,0
2012,64.830841,32.072639,Sangin town,2,1
2012,69.7225,36.8909,Tara Tash village,2,0
2012,69.233292,34.085995,Burg village,6,0
2012,68.918396,33.816745,Charkh district,1,0
2012,69.232445,33.589794,Gardez town,5,0
2012,65.429192,31.525591,Shaykh Qalandar village,3,0
2012,63.426777,32.164345,Dilaram town,2,0
2012,68.289597,33.491394,Ayin village,1,0
2012,70.0314,34.2663,Malalay Ghondi village,5,0
2012,69.980133,34.194185,Sherzad district,2,0
2012,64.1383,30.9127,Lakari village (1),5,0
2012,68.685989,33.463093,Kandar village,3,0
2012,64.028798,32.335216,Folad area,7,0
2012,69.9225,33.234,Bori Kalay village,4,0
2012,69.6217,34.9311,Kora village,1,0
2012,68.91667,35,Parwan province,2,0
2012,67.996501,33.220631,Qarabagh district (Ghazni),6,1
2012,69.770149,34.281645,Hisarak district,3,0
2012,62.135105,33.115795,Kuhak village,3,0
2012,70.095083,34.651798,Mihtarlam district,3,0
2012,69.684565,33.38193,Nadir Shah Kot district,1,0
2012,70.731307,34.693064,Nurgal district,4,0
2012,68.5665,34.0977,Dowran Khel village,2,1
2012,69.72367,33.89096,Saperi (2) village,1,0
2012,68.3234,33.1179,Musale village,2,0
2012,65.0558,31.6816,Moshak village,2,2
2012,63.285302,33.846326,Farsi district,1,0
2012,61.862839,30.959629,Zaranj town,10,6
2012,68.8217,34.3908,Zebuldagh village,4,0
2012,68.8048,36.7072,Nahr-i Sufi village,1,0
2012,69.808775,33.80595,Chamkanay district,1,0
2012,64.7449,31.9014,Haydarabad village,6,0
2012,65.719082,37.313025,Khamyab district,2,0
2012,70.833333,35.3,Nuristan province,1,0
2012,67.635857,32.583412,Ludine Sharqi village,5,4
2012,65.912087,32.679049,Tirin Kot district,1,0
2012,68.8234,34.3819,Ghondakhel village,8,0
2012,70.233932,34.518223,Bolan village,2,0
2012,65.0226,32.3456,Sabzikar village,1,0
2012,66.211697,36.902593,Aqcha district,1,0
2012,63.063339,34.293446,Serwan village,1,0
2012,69.347777,34.519722,Pol-e Charkhi prison,5,3
2012,63.003101,35.245499,Sang Atesh village,3,0
2012,65.83333,36.83333,Jawzjan province,3,0
2012,71.258366,34.981211,Munai village,1,0
2012,64.825719,32.000574,"Route 611 in Upper Greshk Valley, Northern parts of Nahri Sarraj district",2,0
2012,63.0102,35.2097,Jahfari village,6,0
2012,68.7064,35.5683,Khoja Zaid village,1,0
2012,66.552678,31.519681,Arghistan district,6,4
2012,69.6208,33.841,Lija Ahmad Khel village,1,0
2012,63.359,35.491,Now Bor village,8,8
2012,68.851658,37.105713,Imam Sahib district,3,2
2012,65.2762,31.511811,Nari Karez locality,2,0
2012,69.237241,33.200749,Nika district,21,0
2012,64.2881,31.3824,Khalich Malim Qasim Khan Sayyid Noor Khan Wa Abdul village,11,0
2012,69.192429,32.97518,Urgun district,4,0
2012,62.073124,32.755167,Khaki Safed district,2,0
2012,63.337425,35.6322,Joy Ganj area,3,0
2012,64.8205,32.1847,Mosalmani village,6,2
2012,68.660065,32.924506,Yahya Khel district,6,1
2012,66.166667,35.833333,Sari Pul province,2,0
2012,64.8081,32.1447,Mazarabad village,3,0
2012,69.333207,34.927936,Bagram district,3,3
2012,70.1021,34.804,Kotali village,1,0
2012,63.586809,34.817973,Qadis district,3,0
2012,71.066266,35.010414,Dohz area,5,5
2012,66.887,32.061,Kakaran village,2,0
2012,70.1392,34.9025,Kundi village,5,0
2012,64.378364,35.899414,Hotaki village (1),3,0
2012,65.10098,35.126847,Charsada district,3,2
2012,61.320915,31.724611,Lash Wa Juwayn district,10,0
2012,69.6542,33.9861,Roqeyan village,9,0
2012,70.422387,37.0647,Argo district,7,0
2012,68.3473,33.7775,Balandkhel village,2,0
2012,63.090612,35.178889,Muqur district (Badghis),2,0
2012,62.2424,33.8065,Mir Ali village,5,0
2012,71.523447,35.209666,FOB Bostick (Nari),2,0
2012,68.6896,33.9617,Kaj Qala village,5,0
2012,68.613091,33.840683,Haft Asiab village,4,2
2012,64.956081,32.39506,Zamindawar area,6,0
2012,70.1352,33.42,Tere Zayi (Alisher) town,14,10
2012,70.9255,34.2721,Beadar village,4,0
2012,65.2608,31.4656,Mushan village,2,0
2012,68.2938,32.7012,Babokhel village,2,0
2012,66.520787,31.893037,Poladgay village,4,0
2012,66.697,32.9264,Qadam village,1,0
2012,70.5228,34.4063,Qala Mirza village,1,0
2012,71.028372,35.227695,Waygal district,3,0
2012,68.991692,34.048798,Alozai village,5,0
2012,66.905427,36.282588,Balkh-Samangan highway (Balkh province),4,0
2012,65.431099,31.497393,Seperwan village,2,0
2012,64.99308,31.5819,Maywand district,1,0
2012,65.942,32.8,Khowja Ahmad village,1,0
2012,64.5586,31.8589,Mahajir Abad village,2,2
2012,64.6499,31.6909,Popalzai village,4,0
2012,69.3834,33.3184,Surikhel village,8,0
2012,66.007358,32.080455,Shah Wali Kot district,6,0
2012,70.379547,34.96217,Kala Gosh Dag locality,5,0
2012,68.807195,32.89111,Omna district,3,0
2012,65.381948,36.000861,Darzab district,2,0
2012,69.665383,33.589444,Musa Khel district,16,0
2012,68.698074,36.268681,Alawuddin village,7,3
2012,68.762323,34.325691,Nirkh district,3,0
2012,69.910444,33.791219,Dand Wa Patan district,3,0
2012,62.628076,34.888119,Kushki Kuhna district,2,0
2012,68.945449,32.389617,Gomal district,2,0
2012,71.079788,36.879589,Ghanio village,14,0
2012,67.3056,32.212,Sorkhakan village,2,2
2012,64.295198,35.956633,Almar district,3,1
2012,62.4754,34.9038,Darzak Now Abad village,5,0
2012,70.4614,34.1126,Kotwal village,3,0
2012,68.659797,33.929385,Saydabad district,3,0
2012,69.163284,36.972465,Archi district,6,0
2012,63.469625,35.462075,Murghab district,4,0
2012,65.9222,32.6839,Sar Murghab village,2,0
2012,70.0567,37.5191,Qalati village,7,0
2012,70.61128,34.318658,Jalalabad-Torkham highway (Rodat district),1,0
2012,68.446963,33.305843,Andar district,2,1
2012,70.078882,33.640774,Jaji Maydan district,1,0
2012,70.771423,34.206371,Gulai village,1,0
2012,69.218387,34.369083,Musayi district,2,1
2012,69.048592,33.531792,Sahak village,3,0
2012,69.139694,33.505592,Mamuzi village,2,0
2012,68.61,33.8743,Dando Kai village,3,0
2012,65.089241,33.590465,Pasaband district,2,0
2012,65.8909,36.3459,Qushtepa village,3,2
2012,68.6931,34.4651,Mohammad Noor village,4,0
2012,64.634895,31.65019,Kushkaba village,3,0
2012,69.75,36.66667,Takhar province,2,0
2012,68.8018,33.9022,Sejawand village,18,18
2012,68.1391,33.1545,Mirowal Mirkhan village,2,0
2012,70.20739,34.663769,Mihtarlam town,3,0
2012,65.3738,36.0638,Sherbak village,2,0
2012,66.996744,32.209067,Qalat district,1,0
2012,66.765914,33.124269,Sultan Mohammad Naveh locality,3,0
2012,70.761085,34.290316,Bati Kot district,3,0
2012,69.5721,34.9794,Nijrab village,5,0
2012,70.1291,33.4155,Tour Obhi village,1,0
2012,69.074734,35.055649,Kafshan Valley,1,0
2012,68.479991,32.6683,Jani Khel district (Paktika),2,0
2012,66.6903,31.2074,Chahel Gazi village,6,0
2012,66.603798,31.241095,Sarkar Waleh village,6,0
2012,71.437913,35.000833,Dangam district,1,0
2012,65.0095,32.2353,Bostan Zay village,22,0
2012,66.639315,36.837628,Chahar Bolak district,3,2
2012,65.500902,32.005213,Khakrez district,3,1
2012,69.27614,32.713324,Barmal district,2,0
2012,68.7795,35.0145,Joy Dukhtar village,2,0
2012,68.7017,34.9838,Chahar Deh Gorband village,1,0
2012,64.207883,31.516938,Trikh Nawar locality (Nad Ali district),2,0
2012,71.5326,35.2979,Barikot village,3,0
2012,70.217529,34.358231,Fateh Abad village,3,0
2012,68.725729,33.200841,Sharan district,3,0
2012,67.253177,31.447533,Maruf district,2,0
2012,67.733994,32.669197,Spedar village,1,0
2012,66.06188,32.693861,Tirin Kot-Chinartu road,3,0
2012,63.0267,32.5089,Karwan Gah village,1,0
2012,68.326306,32.252137,Waza Khwa district,2,2
2012,70.1507,34.0933,Sekandara village,3,0
2012,68.888253,33.295409,Mata Khan district,3,0
2012,69.647499,34.854229,Tagab town,6,0
2012,70.418793,34.319794,Tarely village,1,0
2012,65.888564,31.849472,Dahla (Arghandab) dam,7,0
2012,71.22524,35.0353,Shaygal wa shiltan district,3,3
2012,66.520153,31.908849,Tarnak Wa Jaldak district,2,0
2012,68.92009,33.938496,Baraki Rajan village,3,0
2012,66.4463,33.0917,Shorab village,6,0
2012,70.996825,35.192589,Agok Khwar streams,2,0
2012,68.8197,35.0449,Qamchaq village,1,0
2012,64.7883,32.0013,Kaka Khail village,1,0
2012,65.747766,34.917822,Gandomkah village,4,0
2012,68.9046,36.7703,Hazrat Sultan village,3,0
2012,64.818172,32.127795,Landi Nawa area,4,0
2012,68.866179,34.395614,Maydan Shahr town,2,1
2012,67.619148,32.777615,Shinkay village,1,0
2012,64.091336,31.270823,Nawa-i-Barak Zayi district,2,0
2012,63.466422,35.258166,Badghis - Hirat highway,1,0
2012,66.9185,32.1104,Sinak suburb,1,1
2012,69.99947,35.035862,Dawlat Shah district,2,2
2012,68.416702,33.549999,Ghazni town,2,1
2012,64.782297,31.735041,Kamparak area,6,0
2012,62.200001,34.349991,Hirat town,1,0
2012,63.596959,32.642115,Gulistan district,11,0
2012,69.339813,33.773795,Ahmadabad district,8,0
2012,69.487192,32.971113,Lawara area,1,0
2012,69.01564,33.118019,Sar Hawza village,5,1
2012,69.049413,34.089855,Niyazi village,2,0
2012,66.169753,30.987916,Spin Boldak district,1,0
2012,64.8073,32.1792,Regay village,11,1
2012,68.772583,34.44849,Molakhel village,6,0
2012,68.004791,34.986618,Ghandak village,4,0
2012,67.666667,36,Samangan province,5,0
2012,67.920898,32.942696,Pyari village,4,0
2012,62.656947,34.50477,Karukh district,3,0
2012,62.399642,31.26368,Chakhansur district,2,0
2012,64.5652,31.79,Ab Bazan village,2,2
2012,64.815,32.214,Khowaja Dad village,1,1
2012,62.9352,31.663,Poushta Hassan village,1,1
2012,62.1474,33.302944,Shindand town,2,0
2012,67.25,34.75,Bamyan province,5,0
2012,68.016388,36.265488,Aybak (Samangan) town,23,0
2012,68.825735,34.442592,Maydan Shahr district,3,0
2012,71.04727,35.608212,Between Bargi Matal and Parun districts,3,0
2012,64.4432,33.5107,Khowja Ghar Ghorayan village,4,3
2012,70.159393,34.196796,Wazir village,3,0
2012,65.647486,31.756763,Arghandab district (Kandahar),2,0
2012,66.270169,31.129089,Kandahar-Spin Boldak highway (Spin Boldak district),5,5
2012,68.865189,36.726131,Kunduz town,9,3
2012,69.276851,34.001077,Khushi district,2,0
2012,70.796068,35.183452,Wama district,1,0
2012,68.8671,33.9773,Ibrahim Khel village,3,1
2012,69.383889,33.771667,Machalgu village,2,2
2012,64.765051,35.821369,Pashtun Kot district,7,4
2012,70.120689,34.062592,Duawu village,4,0
2012,70.274439,34.393849,Surkh Rod district,1,0
2012,62.223742,34.156397,Hirat-Kandahar highway (Guzara district),3,0
2012,68.6788,34.4659,Mulla Khel village,5,5
2012,69.180221,34.210415,Muhammad Agha district,1,0
2012,64.843063,36.10614,Sarai Qala village,2,0
2012,66.597061,36.52289,Chimtal district,1,0
2012,65.9523,32.0159,Loy Karez village,3,0
2012,68.634933,35.989689,Baghe Shamal village,2,0
2012,62.164119,33.192284,Zer Koh sub-district,1,0
2012,70.084213,34.825481,Alishing district,5,0
2012,65.474153,32.920909,Shahidi Hossas district (Charchino),1,0
2012,68.566036,36.654765,Chahar Dara district,2,0
2012,65.476312,31.985812,Khakrez village,2,0
2012,69.298683,37.071301,Archi town,3,2
2012,64.8436,32.0578,Shakar Shaila village,2,1
2012,71.540722,35.266478,Nari district,2,0
2012,68.892803,33.694954,Kharwar district,3,0
2012,69.786578,33.655357,Jani Khel district (Paktya),2,0
2012,68.583128,34.112708,Baba Kala village,1,0
2012,69.406475,33.372715,Wuza Zadran district,2,0
2012,69.1671,33.556,Ibrahim Khel village,3,1
2012,67.7823,32.9553,Shabnam Dolana village,1,0
2012,64.55774,31.564428,Lashkar Gah district,9,0
2012,69.1228,36.9674,Jama Wazir Khan Kandahari Kakari village,2,0
2012,65.195661,32.043898,Ghorak district,4,0
2012,69.136192,34.118095,Zarghun Shahr village,6,0
2012,65.449783,31.56541,Salimaka village,1,0
2012,69.294885,35.970205,Khwaja Hijran district,1,0
2012,69.352234,34.50251,Butkhak village,5,0
2012,69.5904,34.5813,Goga Munda village,4,3
2012,65.058995,36.53662,Dawlatabad district (Faryab),4,0
2012,67.611333,35.119273,Sayghan district,6,0
2012,69.184646,35.108617,Jabalussaraj district,3,0
2012,68.886195,33.929854,Baraki Barak district,1,0
2012,62.700962,31.507982,Shish Ab village,4,4
2012,66.801369,37.062469,Dawlatabad district (Balkh),1,1
2012,68.986956,34.550848,Khaldari area,9,0
2012,69.3686,33.4205,Koragay village,1,0
2012,69.300682,35.063286,Jamalagha village,1,0
2012,62.727749,32.594463,Daristan mountain,8,0
2012,62.721491,32.710238,Hirat-Kandahar road (Bala Buluk district),5,5
2012,62.1918,33.2174,Char Qala (Farmakan) village,4,0
2012,64.7417,32.3052,Dah Zor Sufla village,6,4
2012,69.243439,33.569328,Dawlatze village,4,0
2012,65.463888,31.544444,Panjwayi town,4,2
2012,70.1718,34.6857,Pacha Khail village,4,0
2012,65.8573,32.6368,Charmgar village,2,1
2012,70.923592,34.66539,Kulligeram village,1,0
2012,71.1519,34.9288,Chanar Banda village,6,0
2012,65.426392,31.570992,Pasab village,1,0
2012,69.386084,36.367511,Ishkamish district (Takhar),5,0
2012,69.892822,34.779888,Uzbin valley,1,0
2012,70.899989,37.037613,Baharak district (Badakhshan),4,0
2012,64.9902,32.2657,Azan village,4,0
2012,68.641275,33.049312,Yosuf khel district,4,4
2012,68.714302,36.116291,Khalazai village,7,0
2012,62.191006,33.206394,Parmakan village,2,0
2012,64.531433,31.657416,Hirat-Kandahar highway (Nahri Sarraj district),7,0
2012,64.228502,31.766331,Shawal area,5,0
2012,67.6849,35.3268,Doabi village,3,0
2012,70.580022,37.116638,Fayzabad town,2,0
2012,63.8287,35.7219,Abgarmak village,2,0
2012,68.6506,34.1379,Zaman Khail village,1,0
2012,68.685173,36.818665,Gor Tepa village,2,0
2012,71.2691,34.9674,Shaygal wa shiltan village,12,0
2012,71.020891,34.332218,Lal Pur district,6,0
2012,68.794,34.4472,Kowt-e Ashrow village,2,0
2012,69.0701,34.1543,Waghjan bazar,1,0
2012,65.279936,35.631879,Gurziwan district,9,1
2012,65.457451,32.622501,Dihrawud town,2,1
2012,70.2455,36.7518,Khambok Hulya village,1,0
2012,70.91909,34.969894,Sondray village,5,0
2012,70.443818,34.088452,Dih Bala district,6,0
2012,64.996159,34.134555,Du Layna district,8,0
2012,62.241834,33.828843,Hirat-Kandahar highway (Hirat province),3,0
2012,66.690348,32.997793,Khas Uruzgan district,2,0
2012,68.942596,33.889397,Shah Mazar village,3,0
2012,68.716,33.999,Saydabad town,16,8
2012,68.342491,33.138996,Batur village,2,0
2012,68.325011,33.374819,Kabul-Kandahar highway (Andar district),2,0
2012,67.764671,32.821751,Muqur village,3,3
2012,70.9132,34.046,Shego village,26,0
2012,65.283009,36.854366,Andkhoy district,1,0
2012,64.941299,31.553299,Malangan village,3,3
2012,68.7686,36.702,Kunjak village,2,0
2012,68.995022,35.038879,Bamyan-Chaharikar highway (Shinwari district),1,0
2012,63.129742,34.985958,Qala-I- Naw town,2,0
2012,65.0106,32.2437,Garam Ab village,5,0
2012,68.749637,34.991393,Kabul-Daykundi road (Ghorband district),1,0
2012,66.335951,32.378207,Miya Nishin district,7,0
2012,62.065236,32.489324,Pusht Rod district,9,8
2012,68.8298,34.3965,Chahar Band village,1,0
2012,62.5602,34.8519,Kushki Kuhna village,6,4
2012,63.250427,34.36058,Obe district,6,0
2012,64.199166,31.854166,Camp Bastion (Shorab),20,0
2012,70.418087,34.822451,Alingar district,1,0
2012,64.697098,31.723999,Gawband village,12,12
2012,68.657758,33.472932,Dih Yak district,7,0
